,Drug name,Analyte,Specimen,Population,Pregnancy stage,Subject N,Parameter type,Unit,Value,Summary Statistics,Variation type,Variation value,Interval type,Lower limit,High limit,P value
0,Isoniazid,Isoniazid,CSF,Children,N/A,3,CCSF6–8,mg/L,2.3,Geometric mean,N/A,N/A,Range,1.9,2.8,n/a
1,Isoniazid,Isoniazid,CSF,Children,N/A,4,CCSF0–2,mg/L,1.6,Geometric mean,N/A,N/A,Range,1.2,2.5,n/a
2,Isoniazid,Isoniazid,CSF,Children,N/A,4,CCSF3–5,mg/L,1.7,Geometric mean,N/A,N/A,Range,0.6,5.0,n/a
3,Isoniazid,Isoniazid,CSF,Children,N/A,6,CCSF0–2,mg/L,1.4,Geometric Mean,N/A,N/A,Range,0.5,6.1,n/a
4,Isoniazid,Isoniazid,CSF,Children,N/A,7,CCSF3–5,mg/L,1.6,Geometric Mean,N/A,N/A,Range,0.3,5.0,n/a
5,Isoniazid,Isoniazid,CSF,Children,N/A,7,CCSF6–8,mg/L,1.3,Geometric Mean,N/A,N/A,Range,1.2,4.3,n/a
6,Isoniazid,Isoniazid,Plasma,Children,N/A,12,AUC0–24,h∙mg/L,14.5,Geometric mean,N/A,N/A,Range,5.9,44.2,0.888
7,Isoniazid,Isoniazid,Plasma,Children,N/A,12,Cmax,mg/L,4.7,Geometric mean,N/A,N/A,Range,2.5,13.6,0.366
8,Isoniazid,Isoniazid,Plasma,Children,N/A,20,AUC0–24,h∙mg/L,18.5,Geometric Mean,N/A,N/A,Range,5.1,47.4,0.888
9,Isoniazid,Isoniazid,Plasma,Children,N/A,20,Cmax,mg/L,4.6,Geometric Mean,N/A,N/A,Range,1.0,10.0,0.366
10,Pyrazinamide,Pyrazinamide,CSF,Children,N/A,3,CCSF6–8,mg/L,39.4,Geometric mean,N/A,N/A,Range,23.1,70.8,n/a
11,Pyrazinamide,Pyrazinamide,CSF,Children,N/A,4,CCSF0–2,mg/L,25.6,Geometric mean,N/A,N/A,Range,21.3,37.1,n/a
12,Pyrazinamide,Pyrazinamide,CSF,Children,N/A,4,CCSF3–5,mg/L,24.7,Geometric mean,N/A,N/A,Range,15.9,38.1,n/a
13,Pyrazinamide,Pyrazinamide,CSF,Children,N/A,6,CCSF0–2,mg/L,24.4,Geometric Mean,N/A,N/A,Range,11.1,54.9,n/a
14,Pyrazinamide,Pyrazinamide,CSF,Children,N/A,7,CCSF3–5,mg/L,30.0,Geometric Mean,N/A,N/A,Range,19.2,43.3,n/a
15,Pyrazinamide,Pyrazinamide,CSF,Children,N/A,7,CCSF6–8,mg/L,19.6,Geometric Mean,N/A,N/A,Range,7.2,37.7,n/a
16,Pyrazinamide,Pyrazinamide,Plasma,Children,N/A,12,AUC0–24,h∙mg/L,328.4,Geometric mean,N/A,N/A,Range,143.3,1477.7,0.482
17,Pyrazinamide,Pyrazinamide,Plasma,Children,N/A,12,Cmax,mg/L,40.5,Geometric mean,N/A,N/A,Range,22.7,88.4,0.350
18,Pyrazinamide,Pyrazinamide,Plasma,Children,N/A,20,AUC0–24,h∙mg/L,315.5,Geometric Mean,N/A,N/A,Range,100.6,599.0,0.482
19,Pyrazinamide,Pyrazinamide,Plasma,Children,N/A,20,Cmax,mg/L,37.7,Geometric Mean,N/A,N/A,Range,15.9,61.7,0.350
20,Rifampicin,Rifampicin,CSF,Children,N/A,3,CCSF6–8,mg/L,0.2,Geometric mean,N/A,N/A,Range,0.1,0.7,n/a
21,Rifampicin,Rifampicin,CSF,Children,N/A,4,CCSF0–2,mg/L,0.1,Geometric mean,N/A,N/A,Range,0.1,0.1,n/a
22,Rifampicin,Rifampicin,CSF,Children,N/A,4,CCSF3–5,mg/L,0.1,Geometric mean,N/A,N/A,Range,0.1,0.3,n/a
23,Rifampicin,Rifampicin,CSF,Children,N/A,6,CCSF0–2,mg/L,0.2,Geometric Mean,N/A,N/A,Range,0.1,0.4,n/a
24,Rifampicin,Rifampicin,CSF,Children,N/A,7,CCSF3–5,mg/L,0.3,Geometric Mean,N/A,N/A,Range,0.1,0.8,n/a
25,Rifampicin,Rifampicin,CSF,Children,N/A,7,CCSF6–8,mg/L,0.4,Geometric Mean,N/A,N/A,Range,0.1,1.4,n/a
26,Rifampicin,Rifampicin,Plasma,Children,N/A,12,AUC0–24,h∙mg/L,71.8,Geometric mean,N/A,N/A,Range,36.1,116.5,0.442
27,Rifampicin,Rifampicin,Plasma,Children,N/A,12,Cmax,mg/L,10.4,Geometric mean,N/A,N/A,Range,5.7,23.3,0.499
28,Rifampicin,Rifampicin,Plasma,Children,N/A,20,AUC0–24,h∙mg/L,66.9,Geometric Mean,N/A,N/A,Range,21.7,118.6,0.442
29,Rifampicin,Rifampicin,Plasma,Children,N/A,20,Cmax,mg/L,9.4,Geometric Mean,N/A,N/A,Range,2.9,23.7,0.499
